0.1738000000000000E+04, 0.4902799806931690E+04, 7.7430418973615078E-06,  660,  660,    1, 0.0000000000000000E+00, 0.0000000000000000E+00                                                                                                         
    1,    0, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    1,    1, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00, 0.0000000000000000E+00             
    2,    0,-9.0882923650770995E-05, 0.0000000000000000E+00, 1.5331609249539853E-10, 0.0000000000000000E+00             
    2,    1, 8.4954064857652003E-11, 9.7726994478962992E-10, 6.1740708600294024E-12, 7.1758389242219688E-12             
    2,    2, 3.4670944268755999E-05,-2.4064244523445002E-10, 4.8750160582853162E-11, 9.2732545019251147E-12             
    3,    0,-3.1974039070980999E-06, 0.0000000000000000E+00, 2.3582761488104825E-12, 0.0000000000000000E+00             
    3,    1, 2.6367948585301000E-05, 5.4545621847343999E-06, 2.6564777019858477E-12, 2.6705081957434730E-12             
    3,    2, 1.4171538267300000E-05, 4.8779443647939002E-06, 4.0818087124025789E-12, 4.1480640423929574E-12             
    3,    3, 1.2275202024552999E-05,-1.7743747889595000E-06, 8.6648630085015313E-12, 8.3828393274793829E-12             
    4,    0, 3.2347924522417001E-06, 0.0000000000000000E+00, 6.6710861924943007E-13, 0.0000000000000000E+00             
    4,    1,-6.0134612265187000E-06, 1.6643327702085001E-06, 7.7183064662734728E-13, 7.1921469109265351E-13             
    4,    2,-7.1161737190123004E-06,-6.7770230383513997E-06, 1.0452961587854516E-12, 1.0219884151580486E-12             
    4,    3,-1.3499173662211000E-06,-1.3444991147298001E-05, 1.9532422189961207E-12, 1.8752724092088888E-12             
    4,    4,-6.0069115393814999E-06, 3.9266111458205004E-06, 4.9904469878511288E-12, 4.7647315889784179E-12             
    5,    0,-2.2378186921629999E-07, 0.0000000000000000E+00, 2.8080949691263703E-13, 0.0000000000000000E+00             
    5,    1,-1.0116123460056000E-06,-4.1189034337586998E-06, 3.0183762452472920E-13, 2.8357020410049625E-13             
    5,    2, 4.3995350687644004E-06, 1.0571040222894000E-06, 3.8973676135442752E-13, 3.8640436710736849E-13             
    5,    3, 4.6619443222844998E-07, 8.6988722731551006E-06, 8.6473517297309009E-13, 8.3054001166598345E-13             
    5,    4, 2.7542004508341999E-06, 6.7624331748839005E-08, 3.5160900669794280E-12, 3.4831147247578279E-12             
    5,    5, 3.1107298179927999E-06,-2.7545431341824001E-06, 6.3621866407717793E-12, 6.4017677608050342E-12             
    6,    0, 3.8184191011809003E-06, 0.0000000000000000E+00, 1.5030907800607753E-13, 0.0000000000000000E+00             
    6,    1, 1.5282769193243000E-06,-2.5995934726698998E-06, 1.7387373604040175E-13, 1.5304429575898084E-13             
    6,    2,-4.3973005721118001E-06,-2.1676869353336998E-06, 1.9843245692686290E-13, 1.8461745747382098E-13             
    6,    3,-3.3175420296933002E-06,-3.4274097833201001E-06, 4.4580258992415801E-13, 4.2118393548068994E-13             
    6,    4, 3.4122057961179000E-07,-4.0580193556196003E-06, 1.4492729689165461E-12, 1.3911702070613718E-12             
    6,    5, 1.4543741845814999E-06,-1.0341804065343001E-05, 1.8826795370993388E-12, 1.8773240188899010E-12             
    6,    6,-4.6842414195666002E-06, 7.2298542235022004E-06, 3.7751861184496985E-12, 3.2629390698226653E-12             
    7,    0, 5.5933881887178998E-06, 0.0000000000000000E+00, 1.2383430433821599E-13, 0.0000000000000000E+00             
    7,    1, 7.4716915273386999E-06,-1.1974837275945000E-07, 1.3466149724594296E-13, 1.5473607290151898E-13             
    7,    2,-6.5012294054409005E-07, 2.4111005879336999E-06, 1.5132024830104231E-13, 1.7934752008507450E-13             
    7,    3, 5.9942806310729004E-07, 2.3573269328809000E-06, 3.6052256541863780E-13, 3.4964645729657553E-13             
    7,    4,-8.4369454620858004E-07, 7.5651532118737996E-07, 1.1441432454631501E-12, 1.1188508018891661E-12             
    7,    5,-2.0682821988196001E-07, 1.0693087986910999E-06, 1.1709369258297305E-12, 1.1943441439157937E-12             
    7,    6,-1.0653045588942000E-06, 1.1004282428110999E-06, 2.2892923479508446E-12, 2.3276585529191993E-12             
    7,    7,-1.8202645695563999E-06,-1.5999965833572001E-06, 4.4908781231028969E-12, 4.6071237827872395E-12             
    8,    0, 2.3468300594816001E-06, 0.0000000000000000E+00, 9.7768266805750940E-14, 0.0000000000000000E+00             
    8,    1, 4.1735904924526999E-09, 1.0980290732908000E-06, 1.0117355833606230E-13, 1.4224971497852396E-13             
    8,    2, 3.0093221489839999E-06, 1.9305655599869999E-06, 1.2310103743207975E-13, 1.1208811788021423E-13             
    8,    3,-1.8890482916189001E-06, 9.5448280394918990E-07, 2.5100592102122311E-13, 2.6780559734414664E-13             
    8,    4, 3.4086972282042999E-06,-5.2824948185726003E-07, 5.7813868141063262E-13, 5.6153102788059450E-13             
    8,    5,-1.2480443032891000E-06, 2.9185712820189999E-06, 5.4067154828802022E-13, 5.3833933818233548E-13             
    8,    6,-1.6604388534337000E-06,-2.1146631041151002E-06, 1.4351300090339028E-12, 1.2714131257198975E-12             
    8,    7,-1.5096535588051000E-06, 3.2688520883962001E-06, 1.8409528944474514E-12, 1.8612908682311319E-12             
    8,    8,-2.4856047110162002E-06, 2.1164273548015999E-06, 3.2444921351138146E-12, 2.9554944926683793E-12             
    9,    0,-3.5309168027709000E-06, 0.0000000000000000E+00, 8.9842505556646176E-14, 0.0000000000000000E+00             
    9,    1, 1.8669553929176999E-06, 8.1043932783698996E-08, 1.0930564456420034E-13, 9.3369107459318036E-14             
    9,    2, 1.9278233348016999E-06,-1.3875730461354000E-06, 1.2626699573363382E-13, 9.6381430416351102E-14             
    9,    3,-1.9924059808650001E-06, 2.2017550562940998E-06, 2.5664860570974976E-13, 2.3845485791257723E-13             
    9,    4,-1.8844446646798999E-06,-1.4257775767863000E-06, 5.2939155809677020E-13, 5.2215716358424602E-13             
    9,    5,-1.5625329078794001E-06,-3.5246651247687002E-06, 4.4883571392953237E-13, 4.5478829508148730E-13             
    9,    6,-2.1272476235040001E-06,-3.0026614544827002E-06, 1.1239576613945117E-12, 1.1521343150064796E-12             
    9,    7,-3.9147654404178000E-06,-1.0679999972574000E-07, 1.3022646151959938E-12, 1.3162966371187156E-12             
    9,    8,-1.3120131964316000E-06,-2.2034244966335000E-06, 1.6605512059449627E-12, 1.6716827966784726E-12             
    9,    9,-9.3845174513186997E-07, 2.4881863339179000E-06, 3.4395220820854460E-12, 3.4640770442281593E-12             
   10,    0,-1.0693030527494000E-06, 0.0000000000000000E+00, 7.6701614856327638E-14, 0.0000000000000000E+00             
   10,    1, 8.4159368653515000E-07,-9.5407096240833999E-07, 8.1844622297315423E-14, 7.0701413604420312E-14             
   10,    2, 3.5724806130491000E-07,-2.6511994151809001E-07, 8.4791870114994162E-14, 8.0948287013324742E-14             
   10,    3, 4.8420723887254003E-07, 6.6882721655958999E-07, 1.7410766268951518E-13, 1.7172310801201567E-13             
   10,    4,-3.5729639461408000E-06, 1.5789358404835999E-06, 3.0553351794554916E-13, 2.9427217262459205E-13             
   10,    5, 6.9968312874901000E-07,-3.1456910319041001E-07, 2.7058029688240142E-13, 2.7546075293626004E-13             
   10,    6,-1.2729202501495001E-07,-2.0952854659298001E-06, 8.2412029061677524E-13, 7.6401560989129661E-13             
   10,    7,-3.9986333292040996E-06,-9.1073923383550995E-07, 7.7633188492689836E-13, 7.8621301759153867E-13             
   10,    8,-3.5593958827044001E-06, 2.8488794394489999E-06, 1.1954102814212240E-12, 1.0947806186953942E-12             
   10,    9,-4.7531502123433998E-06,-5.1518479456290000E-08, 1.7645678761632407E-12, 1.7699944188931161E-12             
   10,   10, 9.4791164082371004E-07,-1.7194222119132000E-06, 2.8670446044581991E-12, 2.9349514159051610E-12             
